Date,Region,NTP,NTC,NTA,NTR,TR,NB,pourcentage
2015-04,Alsace,18397,18233,164,521,97.14254373937366,33.99616122840691,"3,72"
2015-11,Languedoc Roussillon,4428,4310,118,680,84.22273781902553,5.338235294117647,"18,02"
2013-09,Poitou Charentes,3385,3273,112,237,92.7589367552704,12.810126582278482,"10,31"
2013-09,Champagne Ardenne,6391,6207,184,362,94.16787497986144,16.146408839779006,"8,54"
2015-04,Basse Normandie,3223,3205,18,120,96.25585023400936,25.70833333333333,"4,28"
2015-12,Haute Normandie,5922,5837,85,313,94.63765633030668,17.64856230031949,"6,72"
2013-09,Provence Alpes Côte d'Azur,13024,12465,559,1745,86.00080224628961,6.143266475644699,"17,69"
2013-09,Limousin,4004,3788,216,393,89.62513199577613,8.638676844783715,"15,2"
2015-04,Haute Normandie,5777,5738,39,267,95.34681073544787,20.49063670411985,"5,29"
2016-01,Aquitaine,8409,8135,274,1045,87.15427166564228,6.784688995215311,"15,68"
2013-10,Haute Normandie,6010,5942,68,370,93.77314035678222,15.05945945945946,"7,28"
2013-09,Rhône Alpes,28297,27961,336,2953,89.43886127105611,8.468675922790382,"11,62"
2015-04,Limousin,3920,3891,29,190,95.11693652017476,19.478947368421053,"5,58"
2016-01,Bretagne,7824,7747,77,558,92.79721182393185,12.883512544802867,"8,11"
2013-10,Provence Alpes Côte d'Azur,11011,10306,705,2382,76.88725014554629,3.3266162888329136,"28,03"
2013-10,Alsace,20430,20274,156,1032,94.90973660846404,18.6453488372093,"5,81"
2016-01,Limousin,4212,4154,58,304,92.68175252768415,12.664473684210526,"8,59"
2013-11,Bretagne,8083,8014,69,713,91.10306962815072,10.2398316970547,"9,67"
2013-10,Centre,9857,9640,217,1003,89.5954356846473,8.611166500498504,"12,37"
2015-04,Picardie,10926,10719,207,994,90.72674689803154,9.783702213279678,"10,99"
2016-01,Provence Alpes Côte d'Azur,15923,15387,536,1952,87.31396633521804,6.882684426229508,"15,62"
2013-11,Centre,8995,8772,223,998,88.62289101687186,7.789579158316633,"13,57"
2013-10,Franche Comté,5843,5806,37,601,89.64863933861523,8.660565723793678,"10,91"
2015-05,Auvergne,5591,5534,57,203,96.331767256957,26.261083743842363,"4,65"
2016-02,Aquitaine,8056,7844,212,1028,86.89444161142275,6.63035019455253,"15,39"
2013-11,Languedoc Roussillon,4433,4270,163,576,86.51053864168618,6.413194444444445,"16,67"
2013-10,Midi Pyrénées,7859,7757,102,654,91.56890550470544,10.86085626911315,"9,61"
2015-05,Centre,8341,8278,63,505,93.8994926310703,15.392079207920792,"6,8"
2016-02,Auvergne,5474,5382,92,295,94.51876625789669,17.24406779661017,"7,06"
2013-11,Picardie,10818,10705,113,1261,88.22045773003269,7.489294210943695,"12,7"
2013-11,Aquitaine,8374,8253,121,1071,87.02290076335878,6.705882352941177,"14,23"
2015-05,Franche Comté,5394,5347,47,418,92.18253226108098,11.791866028708132,"8,62"
2016-02,Pays-de-la-Loire,11114,10983,131,736,93.29873440772104,13.922554347826088,"7,8"
2013-11,Poitou Charentes,3164,3133,31,302,90.36067666773062,9.374172185430464,"10,52"
2013-11,Basse Normandie,3098,2878,220,220,92.35580264072271,12.081818181818182,"14,2"
2015-05,Pays-de-la-Loire,9933,9851,82,525,94.67059181808952,17.763809523809524,"6,11"
2016-02,Poitou Charentes,3396,3321,75,487,85.33574224631136,5.819301848049282,"16,54"
2013-11,Franche Comté,5475,5390,85,640,88.12615955473099,7.421875,"13,24"
2015-05,Poitou Charentes,3288,3271,17,194,94.06909202078874,15.860824742268042,"6,41"
2016-03,Alsace,18446,18254,192,757,95.85296373397613,23.11360634081902,"5,14"
2013-12,Auvergne,5092,5001,91,656,86.88262347530494,6.623475609756097,"14,67"
2013-11,Haute Normandie,5472,5293,179,426,91.95163423389384,11.424882629107982,"11,05"
2015-06,Auvergne,6234,6171,63,307,95.02511748501053,19.10097719869707,"5,93"
2016-03,Aquitaine,8043,7873,170,819,89.59735805918963,8.612942612942613,"12,29"
2013-12,Basse Normandie,3273,3050,223,232,92.3934426229508,12.14655172413793,"13,9"
2013-11,Pays-de-la-Loire,9330,9200,130,904,90.17391304347828,9.176991150442475,"11,08"
2015-06,Basse Normandie,3311,3276,35,159,95.14652014652016,19.60377358490566,"5,85"
2016-03,Picardie,10246,10013,233,928,90.73204833716169,9.789870689655173,"11,33"
2013-12,Bourgogne,7892,7605,287,749,90.15121630506246,9.153538050734312,"13,12"
2013-12,Alsace,17968,17780,188,738,95.84926884139485,23.09214092140921,"5,15"
2015-06,Nord Pas de Calais,19499,19125,374,1693,91.14771241830066,10.296515062020084,"10,6"
2016-03,Provence Alpes Côte d'Azur,15247,14727,520,1989,86.49419433693217,6.40422322775264,"16,45"
2013-12,Midi Pyrénées,8281,7949,332,1407,82.29966033463329,4.649609097370291,"20,99"
2013-12,Bretagne,8576,8246,330,613,92.5660926509823,12.451876019575856,"10,99"
2015-07,Bretagne,7026,6986,40,275,96.06355568279416,24.40363636363636,"4,48"
2016-04,Auvergne,5118,5028,90,354,92.95942720763723,13.203389830508474,"8,67"
2013-12,Provence Alpes Côte d'Azur,14882,10858,4024,2016,81.43304475962424,4.385912698412699,"40,58"
2013-12,Rhône Alpes,25268,24811,457,4185,83.13248156059812,4.928554360812425,"18,37"
2015-07,Limousin,4016,3970,46,447,88.74055415617129,7.881431767337808,"12,27"
2016-04,Champagne Ardenne,5601,5550,51,389,92.990990990991,13.267352185089974,"7,85"
2014-01,Rhône Alpes,28044,27625,419,3008,89.11131221719457,8.183843085106384,"12,22"
2014-01,Haute Normandie,6090,6002,88,333,94.4518493835388,17.024024024024023,"6,91"
2016-04,Languedoc Roussillon,4115,4051,64,363,91.0392495680079,10.15977961432507,"10,37"
2014-01,Poitou Charentes,3655,3620,35,165,95.44198895027624,20.939393939393938,"5,47"
2014-01,Basse Normandie,3318,3303,15,128,96.12473508931276,24.8046875,"4,3"
2015-08,Basse Normandie,3672,3640,32,190,94.78021978021978,18.157894736842103,"6,04"
2016-04,Nord Pas de Calais,17930,17549,381,1186,93.2417801584136,13.796795952782462,"8,73"
2014-01,Nord Pas de Calais,19770,19507,263,1417,92.7359409442764,12.766407904022582,"8,49"
2014-01,Auvergne,6364,6305,59,581,90.78509119746234,9.85197934595525,"10,05"
2015-08,Bourgogne,6762,6672,90,528,92.0863309352518,11.636363636363637,"9,13"
2016-04,Pays-de-la-Loire,11027,10897,130,742,93.19078645498762,13.685983827493262,"7,9"
2014-01,Franche Comté,5867,5825,42,382,93.44206008583691,14.24869109947644,"7,22"
2015-08,Midi Pyrénées,8120,7958,162,564,92.91279215883388,13.109929078014185,"8,94"
2016-05,Basse Normandie,2736,2701,35,237,91.22547204738986,10.39662447257384,"9,94"
2014-01,Centre,9332,9283,49,537,94.2152321447808,16.286778398510243,"6,27"
2014-02,Pays-de-la-Loire,9285,9175,110,709,92.2724795640327,11.940761636107194,"8,82"
2015-08,Nord Pas de Calais,15700,15513,187,949,93.88255011925482,15.34668071654373,"7,23"
2016-05,Bourgogne,6900,6753,147,692,89.75270250259145,8.758670520231213,"12,15"
2014-01,Aquitaine,9681,9472,209,790,91.6596283783784,10.98987341772152,"10,31"
2014-02,Bourgogne,7129,6980,149,455,93.4813753581662,14.34065934065934,"8,47"
2015-08,Pays-de-la-Loire,10550,10417,133,800,92.32024575213592,12.02125,"8,84"
2016-05,Limousin,3580,3510,70,233,93.36182336182335,14.064377682403434,"8,46"
2014-01,Alsace,19598,19405,193,727,96.25354290131408,25.69188445667125,"4,69"
2015-08,Picardie,9810,9575,235,716,92.52219321148826,12.37290502793296,"9,69"
2016-05,Midi Pyrénées,6642,6502,140,637,90.20301445709012,9.207221350078491,"11,69"
2014-02,Bretagne,8025,7872,153,561,92.8734756097561,13.032085561497324,"8,89"
2014-03,Aquitaine,8679,8505,174,772,90.92298647854204,10.01683937823834,"10,89"
2015-08,Poitou Charentes,3540,3512,28,301,91.42938496583145,10.667774086378737,"9,29"
2016-05,Nord Pas de Calais,16809,15991,818,1274,92.03301857294728,11.551805337519625,"12,44"
2014-02,Basse Normandie,3029,2989,20,140,95.31615925058549,20.35,"5,28"
2014-03,Basse Normandie,3233,3184,49,136,95.7286432160804,22.41176470588235,"5,72"
2015-09,Aquitaine,9135,8947,188,970,89.1583771096457,8.223711340206185,"12,67"
2016-05,Provence Alpes Côte d'Azur,14403,13948,455,2126,84.75767135073129,5.560677328316086,"17,91"
2014-02,Aquitaine,8384,8223,171,819,90.0401313389274,9.04029304029304,"11,8"
2014-03,Franche Comté,5258,5154,104,306,94.0628637951106,15.84313725490196,"7,79"
2015-09,Basse Normandie,3165,3121,44,151,95.16180711310476,19.66887417218543,"6,16"
2016-06,Centre,6654,6476,178,752,88.38789376158122,7.611702127659575,"13,97"
2014-03,Bourgogne,7505,7334,171,528,92.80065448595582,12.890151515151516,"9,31"
2014-03,Picardie,11171,11079,92,671,93.94349670547884,15.51117734724292,"6,83"
2015-09,Franche Comté,5674,5596,78,447,92.012151536812,11.519015659955258,"9,25"
2016-06,Champagne Ardenne,4807,4693,114,406,91.34881738759856,10.55911330049261,"10,81"
2014-03,Haute Normandie,5910,5863,47,234,96.0088691796009,24.05555555555556,"4,75"
2014-03,Rhône Alpes,28473,27697,776,2484,91.03151965916886,10.150161030595813,"11,44"
2015-09,Midi Pyrénées,8777,8564,213,789,90.78701541335823,9.85424588086185,"11,41"
2016-06,Limousin,2859,2807,52,288,89.73993587459921,8.746527777777779,"11,89"
2014-03,Languedoc Roussillon,4465,4396,69,355,91.92447679708826,11.383098591549295,"9,49"
2014-04,Bretagne,8114,8061,53,346,95.70772856965635,22.29768786127168,"4,91"
2015-09,Picardie,11479,11308,171,752,93.34984082065796,14.037234042553193,"8,04"
2016-06,Pays-de-la-Loire,8836,8730,106,794,90.9049255441008,9.994962216624684,"10,18"
2014-03,Limousin,4088,4062,26,225,94.46085672082718,17.053333333333335,"6,13"
2014-04,Haute Normandie,5789,5745,44,263,95.42210617928632,20.84410646387833,"5,3"
2015-09,Poitou Charentes,3458,3429,29,275,91.98016914552348,11.469090909090909,"8,79"
2016-06,Poitou Charentes,2411,2368,43,299,87.3733108108108,6.919732441471572,"14,18"
2014-03,Nord Pas de Calais,18988,18601,387,1186,93.6239987097468,14.683811129848229,"8,28"
2014-04,Midi Pyrénées,8618,8485,133,682,91.96228638774308,11.441348973607038,"9,45"
2015-09,Provence Alpes Côte d'Azur,15924,15444,480,2542,83.54053354053354,5.075531077891424,"18,97"
2016-06,Rhône Alpes,19905,19593,312,3143,83.95855662736692,5.233853006681515,"17,35"
2014-04,Nord Pas de Calais,18991,17957,129,799,95.55048170629838,21.474342928660825,"4,88"
2014-04,Poitou Charentes,3448,3417,31,182,94.67369037167106,17.774725274725274,"6,17"
2015-10,Auvergne,5725,5607,118,346,93.82914214374888,15.205202312138727,"8,1"
2016-07,Bourgogne,6715,6608,107,578,91.25302663438256,10.432525951557093,"10,2"
2014-04,Bourgogne,7653,7583,70,503,93.36674139522616,14.075546719681908,"7,48"
2014-05,Franche Comté,5445,5413,32,563,89.59911324588953,8.6145648312611,"10,92"
2015-10,Languedoc Roussillon,4448,4391,57,498,88.6586199043498,7.817269076305221,"12,47"
2016-07,Champagne Ardenne,5711,5664,47,283,95.00353107344633,19.01413427561837,"5,77"
2014-04,Languedoc Roussillon,4518,4488,30,327,92.71390374331553,12.724770642201834,"7,9"
2014-05,Pays-de-la-Loire,10442,10315,127,519,94.9684924866699,18.8747591522158,"6,18"
2015-10,Limousin,4068,3966,102,385,90.29248613212305,9.301298701298702,"11,97"
2016-07,Franche Comté,5111,5049,62,503,90.03763121410181,9.037773359840957,"11,05"
2014-04,Rhône Alpes,27596,27022,574,2587,90.42631929538894,9.445303440278314,"11,45"
2014-06,Languedoc Roussillon,3661,3063,598,358,88.31211230819459,7.555865921787709,"26,11"
2015-11,Alsace,18297,18130,167,1056,94.1753998896856,16.168560606060606,"6,68"
2016-07,Languedoc Roussillon,4930,4825,105,739,84.6839378238342,5.529093369418133,"17,11"
2014-05,Alsace,18720,18566,154,633,96.59054185069482,28.330173775671405,"4,2"
2013-01,Bourgogne,8400,8332,68,625,92.49879980796928,12.3312,"8,25"
2015-11,Auvergne,5200,5017,183,555,88.9376121187961,8.03963963963964,"14,19"
2016-07,Limousin,3896,3850,46,400,89.6103896103896,8.625,"11,44"
2014-05,Centre,8927,8847,80,580,93.44410534644511,14.25344827586207,"7,39"
2013-01,Nord Pas de Calais,19227,18890,337,2332,87.65484383271573,7.100343053173241,"13,88"
2014-06,Provence Alpes Côte d'Azur,9834,9430,404,1630,82.71474019088018,4.785276073619632,"20,68"
2015-11,Basse Normandie,2842,2658,184,263,90.1053423626787,9.106463878326997,"15,72"
2016-07,Lorraine,12061,11914,147,595,95.00587544065804,19.023529411764702,"6,15"
2014-05,Haute Normandie,5590,5546,44,212,96.17742517129464,25.160377358490567,"4,57"
2013-02,Bourgogne,7418,7337,81,630,91.41338421698242,10.646031746031746,"9,58"
2014-07,Basse Normandie,3731,3704,27,173,95.329373650108,20.41040462427745,"5,36"
2016-07,Pays-de-la-Loire,10566,10469,97,940,91.02110994364314,10.13723404255319,"9,81"
2014-05,Poitou Charentes,3449,3409,40,186,94.54385450278674,17.327956989247312,"6,55"
2013-02,Champagne Ardenne,5801,5763,38,233,95.95696685753948,23.733905579399146,"4,67"
2014-07,Franche Comté,5685,5629,56,465,91.73920767454254,11.105376344086022,"9,16"
2015-11,Poitou Charentes,3296,3250,46,337,89.63076923076923,8.643916913946587,"11,62"
2016-08,Auvergne,4874,4806,68,236,95.08947149396587,19.364406779661017,"6,23"
2014-06,Bourgogne,6027,5653,374,643,88.6255085795153,7.791601866251944,"16,87"
2013-02,Poitou Charentes,3014,2991,23,118,96.0548311601471,24.347457627118644,"4,67"
2016-08,Basse Normandie,3507,3479,28,202,94.1937338315608,16.222772277227723,"6,55"
2014-06,Bretagne,7470,7253,217,387,94.66427685095825,17.74160206718346,"8,08"
2014-07,Nord Pas de Calais,18125,17849,276,1461,91.8146674883747,11.21697467488022,"9,58"
2015-12,Nord Pas de Calais,18800,18414,386,1327,92.7935266644944,12.876412961567445,"9,11"
2016-08,Champagne Ardenne,5977,5927,50,275,95.36021596085708,20.55272727272727,"5,43"
2014-06,Franche Comté,4340,4283,57,486,88.65281344851739,7.81275720164609,"12,51"
2013-03,Alsace,19138,18970,168,658,96.53136531365314,27.829787234042552,"4,31"
2014-07,Pays-de-la-Loire,10970,10754,216,816,92.41212572066208,12.178921568627452,"9,4"
2015-12,Picardie,11485,11214,271,691,93.83805956839664,15.228654124457307,"8,37"
2016-08,Languedoc Roussillon,5007,4889,118,663,86.4389445694416,6.374057315233785,"15,59"
2014-06,Haute Normandie,4269,3978,291,217,94.54499748617395,17.331797235023043,"11,89"
2013-03,Bourgogne,7949,7646,303,634,91.70808265759874,11.05993690851735,"11,78"
2014-07,Poitou Charentes,3655,3622,33,324,91.05466593042516,10.179012345679013,"9,76"
2015-12,Rhône Alpes,28268,27895,373,3211,88.48897651908945,7.68732482092806,"12,67"
2016-09,Aquitaine,9199,8983,216,1307,85.45029500166982,5.8729915837796485,"16,55"
2014-06,Limousin,3446,2853,593,288,89.90536277602524,8.90625,"25,56"
2013-03,Nord Pas de Calais,18744,17096,1648,1689,90.1204960224614,9.121965660153938,"17,8"
2014-08,Alsace,15834,15667,167,393,97.49154273313334,38.86513994910941,"3,53"
2016-01,Basse Normandie,3211,3153,58,185,94.1325721535046,16.043243243243243,"7,56"
2016-09,Basse Normandie,3146,3122,24,145,95.35554131966688,20.53103448275862,"5,37"
2014-07,Aquitaine,8514,8203,311,1286,84.32280872851396,5.378693623639191,"18,75"
2013-04,Aquitaine,8329,8236,93,967,88.25886352598349,7.517063081695967,"12,72"
2014-08,Bourgogne,6738,6671,67,467,92.99955029231,13.284796573875804,"7,92"
2016-01,Bourgogne,7767,7715,52,658,91.47116007777058,10.724924012158056,"9,14"
2016-09,Franche Comté,5765,5710,55,557,90.24518388791594,9.251346499102334,"10,61"
2014-07,Rhône Alpes,26007,25666,341,3059,88.08150861061327,7.390323635174893,"13,07"
2013-04,Basse Normandie,3221,3137,84,190,93.94325788970356,15.510526315789471,"8,5"
2014-08,Centre,8987,8915,72,520,94.1671340437465,16.14423076923077,"6,58"
2016-02,Bourgogne,7568,7489,79,712,90.4927226599012,9.518258426966293,"10,45"
2016-09,Languedoc Roussillon,4720,4615,105,557,87.93066088840737,7.285457809694794,"14,02"
2014-08,Aquitaine,8424,8246,178,990,87.9941789958768,7.329292929292929,"13,86"
2013-04,Champagne Ardenne,6219,6152,67,232,96.22886866059818,25.517241379310345,"4,8"
2014-08,Languedoc Roussillon,4955,4874,81,598,87.73081657775954,7.150501672240803,"13,7"
2016-02,Bretagne,7859,7761,98,353,95.45161705965728,20.98583569405099,"5,73"
2016-09,Lorraine,15826,15491,335,835,94.60977341682268,17.552095808383232,"7,39"
2014-09,Auvergne,5168,5061,107,337,93.34123690970164,14.01780415430267,"8,59"
2013-04,Midi Pyrénées,8481,8378,103,576,93.12485079971354,13.54513888888889,8
2014-08,Poitou Charentes,3541,3525,16,242,93.13475177304964,13.56611570247934,"7,28"
2016-02,Languedoc Roussillon,4520,4438,82,445,89.97296079315007,8.973033707865168,"11,65"
2016-09,Midi Pyrénées,8443,8293,150,916,88.9545399734716,8.053493449781659,"12,62"
2014-09,Haute Normandie,5933,5865,68,256,95.63512361466326,21.91015625,"5,46"
2013-04,Rhône Alpes,25660,25326,334,3016,88.09128958382689,7.397214854111406,"13,05"
2014-08,Provence Alpes Côte d'Azur,14404,13842,562,2228,83.90406010692097,5.212746858168761,"19,36"
2016-02,Provence Alpes Côte d'Azur,14010,13707,303,1771,87.07959436784125,6.739695087521175,"14,8"
2016-10,Auvergne,5251,5142,109,364,92.92104239595488,13.126373626373626,9
2014-09,Languedoc Roussillon,4715,4524,191,691,84.72590627763041,5.5470332850940665,"18,7"
2013-05,Aquitaine,8722,8656,66,833,90.37661737523104,9.391356542617046,"10,3"
2014-09,Aquitaine,8817,8671,146,1038,88.02906239188098,7.353564547206166,"13,42"
2016-03,Bourgogne,7385,7260,125,567,92.19008264462808,11.804232804232804,"9,37"
2016-10,Lorraine,15045,14804,241,827,94.4136719805458,16.900846432889963,"7,09"
2014-09,Midi Pyrénées,8709,8590,119,670,92.20023282887078,11.82089552238806,"9,05"
2013-05,Auvergne,4996,4965,31,393,92.08459214501512,11.63358778625954,"8,48"
2014-09,Champagne Ardenne,6111,6031,80,296,95.0920245398773,19.375,"6,15"
2016-03,Midi Pyrénées,8106,7930,176,784,90.11349306431272,9.114795918367347,"11,84"
2016-11,Limousin,3973,3907,66,785,79.90785769132327,3.977070063694268,"21,41"
2014-10,Limousin,4335,4306,29,274,93.6367858801672,14.715328467153284,"6,98"
2013-05,Basse Normandie,3178,3009,169,173,94.25058158856764,16.393063583815028,"10,76"
2014-09,Franche Comté,5681,5662,19,466,91.76969268809609,11.150214592274676,"8,53"
2016-03,Nord Pas de Calais,18120,17471,649,1436,91.78066510216932,11.166434540389972,"11,5"
2016-11,Provence Alpes Côte d'Azur,15410,14986,424,2285,84.75243560656612,5.558424507658644,"17,57"
2014-11,Bourgogne,7354,7287,67,956,86.88074653492521,6.622384937238493,"13,91"
2013-05,Centre,9017,8952,65,418,95.33065236818588,20.416267942583733,"5,35"
2014-09,Limousin,4116,4079,37,284,93.03750919342976,13.362676056338028,"7,79"
2016-03,Rhône Alpes,27852,27451,401,3435,87.48679465228953,6.99155749636099,"13,77"
2016-12,Auvergne,5460,5312,148,488,90.8132530120482,9.885245901639344,"11,64"
2014-11,Languedoc Roussillon,4115,3976,139,617,84.48189134808854,5.4440842787682335,"18,37"
2013-05,Midi Pyrénées,8569,8454,115,605,92.8436243198486,12.973553719008263,"8,4"
2016-04,Basse Normandie,3123,3083,40,185,93.9993512812196,15.664864864864866,"7,2"
2016-12,Basse Normandie,3169,3103,66,198,93.61907831131164,14.671717171717171,"8,33"
2014-11,Midi Pyrénées,7946,7709,237,975,87.35244519392917,6.906666666666666,"15,25"
2013-05,Rhône Alpes,26805,26527,278,2512,90.53040298563728,9.560111464968152,"10,4"
2014-09,Pays-de-la-Loire,11013,10822,191,695,93.57789687673258,14.571223021582734,"8,04"
2016-05,Aquitaine,7233,7081,152,1147,83.80172292049146,5.173496076721883,"17,95"
2016-12,Bourgogne,7615,7519,96,864,88.50911025402314,7.702546296296297,"12,6"
2014-11,Rhône Alpes,27300,26846,454,3758,86.0016389778738,6.143693453964875,"15,42"
2013-06,Nord Pas de Calais,17776,17483,293,1140,93.47937996911286,14.3359649122807,"8,06"
2014-10,Bretagne,8151,8088,63,545,93.26162215628092,13.840366972477064,"7,45"
2016-06,Aquitaine,5478,5332,146,765,85.65266316579145,5.969934640522876,"16,63"
2016-12,Bretagne,8343,8266,77,383,95.36656181950156,20.5822454308094,"5,51"
2014-12,Champagne Ardenne,6065,5986,79,331,94.47043100567991,17.084592145015105,"6,76"
2013-06,Rhône Alpes,26957,26586,371,3162,88.10652222974498,7.407969639468691,"13,1"
2014-10,Franche Comté,5900,5841,59,670,88.52936141071734,7.717910447761194,"12,35"
2016-06,Basse Normandie,2295,2252,43,258,88.54351687388987,7.728682170542636,"13,11"
2016-12,Limousin,4205,4110,95,566,86.2287104622871,6.261484098939929,"15,71"
2014-12,Picardie,10807,10673,134,861,91.9329148318186,11.396051103368176,"9,2"
2013-07,Aquitaine,8883,8618,265,1527,82.28127175678812,4.643745907007204,"20,17"
2014-10,Haute Normandie,6124,6069,55,454,92.51936068545064,12.36784140969163,"8,31"
2016-06,Bretagne,7438,7355,83,327,95.55404486743711,21.492354740061163,"5,51"
2017-01,Basse Normandie,3226,3190,36,201,93.69905956112852,14.870646766169154,"7,34"
2014-12,Rhône Alpes,26575,25583,992,3587,85.97897041003792,6.132143852801784,"17,23"
2013-07,Champagne Ardenne,6059,6000,59,381,93.65,14.748031496062993,"7,26"
2014-10,Picardie,11027,10843,184,1213,88.81305911648067,7.938994229183842,"12,66"
2016-06,Lorraine,10008,9431,577,645,93.1608525076874,13.62170542635659,"12,21"
2017-01,Poitou Charentes,3603,3524,79,460,86.9466515323496,6.660869565217391,"14,95"
2015-01,Franche Comté,5627,5550,77,396,92.86486486486488,13.015151515151516,"8,4"
2013-07,Haute Normandie,6037,5988,49,328,94.52237808951236,17.25609756097561,"6,24"
2014-10,Provence Alpes Côte d'Azur,14114,13169,945,2198,83.30928696180423,4.991355777979982,"22,26"
2016-07,Centre,9022,8899,123,715,91.96538936959207,11.446153846153846,"9,28"
2017-01,Rhône Alpes,30662,30135,527,4376,85.47867927658868,5.886425959780621,"15,99"
2015-01,Haute Normandie,5961,5828,133,324,94.44063143445436,16.987654320987655,"7,66"
2013-07,Languedoc Roussillon,5446,5317,129,711,86.62779763024261,6.478199718706048,"15,42"
2014-11,Centre,8382,8313,69,709,91.47118970287502,10.724964739069112,"9,28"
2016-07,Midi Pyrénées,7774,7616,158,836,89.02310924369748,8.110047846889952,"12,78"
2017-02,Aquitaine,8570,8301,269,798,90.38670039754248,9.402255639097744,"12,45"
2015-02,Alsace,18052,17859,193,637,96.43317095022118,27.036106750392463,"4,59"
2013-07,Poitou Charentes,3582,3507,75,418,88.08098089535216,7.389952153110048,"13,76"
2016-07,Picardie,9708,9497,211,889,90.6391492050121,9.682789651293588,"11,33"
2017-02,Auvergne,4732,4653,79,366,92.13410702772404,11.71311475409836,"9,4"
2015-02,Bourgogne,7180,7124,56,483,93.2201010668164,13.749482401656314,"7,5"
2013-08,Champagne Ardenne,5639,5623,16,288,94.8781789080562,18.52430555555556,"5,39"
2014-11,Nord Pas de Calais,17889,17467,422,1967,88.73876452739452,7.88002033553635,"13,35"
2016-07,Rhône Alpes,26081,25678,403,2876,88.79975075940494,7.928372739916551,"12,57"
2017-02,Bretagne,7442,7398,44,146,98.0264936469316,49.67123287671233,"2,55"
2015-02,Bretagne,7892,7839,53,464,94.0808776629672,15.89439655172414,"6,55"
2013-08,Provence Alpes Côte d'Azur,13672,13154,518,2238,82.98616390451573,4.877569258266309,"20,15"
2014-12,Aquitaine,9074,8794,280,1364,84.48942460768706,5.447214076246334,"18,11"
2016-08,Aquitaine,9179,9025,154,980,89.14127423822714,8.209183673469388,"12,35"
2017-02,Poitou Charentes,3110,3038,72,309,89.82883475971033,8.831715210355988,"12,25"
2015-02,Centre,8301,8178,123,655,91.99070677427244,11.485496183206108,"9,37"
2013-09,Aquitaine,8154,8086,68,869,89.25302992827109,8.304948216340621,"11,49"
2014-12,Bretagne,8116,8034,82,580,92.78068210107044,12.851724137931036,"8,15"
2016-08,Bretagne,7212,7159,53,276,96.14471294873586,24.93840579710145,"4,56"
2017-03,Bourgogne,7528,7388,140,679,90.80942068218732,9.880706921944036,"10,87"
2015-02,Languedoc Roussillon,4331,4237,94,461,89.11966013688931,8.190889370932755,"12,81"
2013-09,Basse Normandie,3239,3144,95,167,94.6882951653944,17.82634730538922,"8,08"
2014-12,Limousin,4166,4096,70,331,91.9189453125,11.374622356495468,"9,62"
2016-08,Centre,9341,9205,136,729,92.08039109179794,11.626886145404663,"9,26"
2017-03,Haute Normandie,6226,6184,42,256,95.86028460543338,23.15625,"4,78"
2015-02,Lorraine,12387,12217,170,543,95.55537365965458,21.499079189686924,"5,75"
2013-09,Bourgogne,7489,7227,262,693,90.4109589041096,9.428571428571429,"12,75"
2014-12,Midi Pyrénées,7731,7270,461,916,87.4002751031637,6.936681222707423,"17,81"
2016-08,Limousin,4121,4080,41,362,91.12745098039215,10.2707182320442,"9,77"
2017-03,Pays-de-la-Loire,11972,11742,230,822,92.99948901379663,13.284671532846716,"8,78"
2015-02,Poitou Charentes,3242,3193,49,304,90.4791731913561,9.50328947368421,"10,88"
2013-09,Franche Comté,5416,5301,115,459,91.34125636672326,10.549019607843135,"10,59"
2014-12,Pays-de-la-Loire,11412,11169,243,1010,90.9571134389829,10.05841584158416,"10,97"
2016-08,Midi Pyrénées,8038,7910,128,826,89.5575221238938,8.576271186440678,"11,86"
2017-03,Rhône Alpes,30775,30095,680,3542,88.23060309021432,7.496612083568605,"13,71"
2015-02,Provence Alpes Côte d'Azur,14362,13783,579,2411,82.50743669738083,4.716715055993364,"20,81"
2013-09,Pays-de-la-Loire,9731,9381,350,651,93.06044131755677,13.410138248847929,"10,28"
2015-01,Auvergne,6155,6039,116,320,94.7011094552078,17.871875,"7,08"
2016-08,Picardie,9692,9551,141,873,90.85959585383728,9.940435280641466,"10,46"
2017-04,Auvergne,3995,3956,39,223,94.36299292214358,16.739910313901344,"6,55"
2015-03,Champagne Ardenne,5948,5891,57,254,95.6883381429299,22.19291338582677,"5,22"
2013-10,Auvergne,6239,6145,94,715,88.36452400325467,7.594405594405594,"12,96"
2015-01,Basse Normandie,3275,3245,30,162,95.00770416024652,19.030864197530864,"5,86"
2016-09,Bretagne,8417,8341,76,359,95.6959597170603,22.23398328690808,"5,16"
2017-04,Bourgogne,7002,6943,59,502,92.76969609678814,12.830677290836654,"8,01"
2015-03,Pays-de-la-Loire,11293,11197,96,766,93.1588818433509,13.617493472584856,"7,63"
2013-10,Basse Normandie,3397,3278,119,262,92.00732153752288,11.511450381679388,"11,21"
2015-01,Limousin,4234,4186,48,313,92.52269469660774,12.373801916932909,"8,52"
2016-10,Bretagne,8078,8019,59,351,95.62289562289564,21.846153846153847,"5,07"
2017-04,Midi Pyrénées,7858,7726,132,794,89.72301320217447,8.730478589420654,"11,78"
2015-04,Bourgogne,7696,7623,73,583,92.35209235209236,12.075471698113208,"8,52"
2013-10,Bourgogne,8123,7991,132,916,88.53710424227256,7.723799126637554,"12,9"
